hospital_sample_size,strategy,estimand,target_parameter,reference_parameter,reference_target_discrepancy,mean_estimate,bias,bias_mcse,relative_bias_percent,empirical_sd,empirical_variance,rmse,rmse_mcse,mean_estimated_se,se_to_esd_ratio,target_coverage,reference_coverage,mean_interval_width,mean_half_width,mean_positive_cases,mean_hard_positive_cases,mean_observed_patients,mean_observed_priority_share,mean_observed_hard_share,replications_estimable,target_coverage_mcse,non_estimable_rate,non_estimable_mcse,pr_bias_pass,pr_precision_pass,interval_validity_pass,reference_interval_validity_pass,variance_method_compatible,pr_point_estimation_pass,full_evidential_pass
160,N2,national,0.878398007885453,0.878398007885453,0,0.878455467435187,5.74595497332278e-05,0.000135469046044405,0.00654140255526636,0.00957910810988716,9.17593121809059e-05,0.00957832250022546,9.45019895107733e-05,0.00957437473705639,0.999505864974435,0.9436,0.9436,0.0376009151817071,0.0188004575908535,1928.1912,635.0144,10234.0174,0.244849846897895,0.206495068026863,5000,0.00326248494249399,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
160,N3,easy,0.948003714020427,0.942436702012551,-0.00556701200787579,0.942284157028289,-0.00571955699213838,7.97497068099468e-05,-0.60332643296112,0.00563915584829524,3.18000786813623e-05,0.00803162815697696,6.9753335111715e-05,0.00564176922838068,1.0004634346267,0.8098,0.9438,0.0222188663043694,0.0111094331521847,1232.627,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.00555020648264549,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
160,N3,hard,0.736775818639798,0.710985915492958,-0.0257899031468407,0.711030616923666,-0.0257452017161329,0.000175000882021292,-3.49430601070249,0.0123744310390882,0.00015312654354115,0.0285641616302109,0.00016436821576761,0.0124136680848947,1.00317081615167,0.4268,0.9498,0.0486341469556951,0.0243170734778476,946.017,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.00699488041355962,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
160,N3,national,0.878398007885453,0.841879818871619,-0.0365181890138343,0.841870492389685,-0.0365275154957687,0.000103429871098795,-4.15842421861823,0.00731359632312084,5.34886911775666e-05,0.0372523473318522,0.000101867758402527,0.00730538804444596,0.998877668617158,4e-04,0.9462,0.0286477086723282,0.0143238543361641,2178.644,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.000282786138274138,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
160,N4,easy,0.948003714020427,0.942436702012551,-0.00556701200787579,0.947797667553187,-0.000206046467240617,9.84206910665991e-05,-0.021734774262306,0.00695939380622585,4.84331621501347e-05,0.00696174767313259,7.08260452172656e-05,0.0068576486503807,0.985380169785171,0.9398,0.8774,0.0271172311757718,0.0135586155878859,1232.627,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.00336380617753164,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
160,N4,hard,0.736775818639798,0.710985915492958,-0.0257899031468407,0.736689213087849,-8.66055519491699e-05,0.000205774714620641,-0.0117546680765198,0.0145504696104982,0.000211716165886031,0.0145492722558375,0.00014338256362032,0.014629650403446,1.0054418032591,0.9488,0.5974,0.0573124935325937,0.0286562467662968,946.017,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.0031170036894428,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
160,N4,national,0.878398007885453,0.841879818871619,-0.0365181890138343,0.878299306399175,-9.87014862788227e-05,0.000111562215531955,-0.0112365334839983,0.00788863991268404,6.22306396719917e-05,0.00788846851597006,7.72612025273271e-05,0.00778430676685682,0.986774254246355,0.946,0.0096,0.0305512452074553,0.0152756226037276,2178.644,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.00319637294444813,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
160,N5,easy,0.948003714020427,0.942436702012551,-0.00556701200787579,0.947797667553187,-0.000206046467240617,9.84206910665991e-05,-0.021734774262306,0.00695939380622585,4.84331621501347e-05,0.00696174767313259,7.08260452172656e-05,0.00679361185708966,0.976178679673526,0.9408,0.8848,0.0268587330223961,0.013429366511198,1232.627,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.0033375248313683,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
160,N5,hard,0.736775818639798,0.710985915492958,-0.0257899031468407,0.736689213087849,-8.66055519491699e-05,0.000205774714620641,-0.0117546680765198,0.0145504696104982,0.000211716165886031,0.0145492722558375,0.00014338256362032,0.0157323369110114,1.08122537156193,0.9662,0.6602,0.0616269852865265,0.0308134926432632,946.017,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.0025556822963741,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
160,N5,national,0.878398007885453,0.841879818871619,-0.0365181890138343,0.878299306399175,-9.87014862788227e-05,0.000111562215531955,-0.0112365334839983,0.00788863991268404,6.22306396719917e-05,0.00788846851597006,7.72612025273271e-05,0.00718720986819394,0.911083526152299,0.9248,0.0056,0.0282025742393336,0.0141012871196668,2178.644,946.017,10166.744,0.493204876054761,0.291042735474871,5000,0.00372947610261817,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
